Temperature (K),Pressure (bar),Density (mol/m3),Volume (m3/mol),Internal Energy (kJ/mol),Enthalpy (kJ/mol),Entropy (J/mol*K),Cv (J/mol*K),Cp (J/mol*K),Sound Spd. (m/s),Joule-Thomson (K/bar),Viscosity (uPa*s),Therm. Cond. (W/m*K),Phase,Z
711.7,3580.0,47247.0,2.1166e-05,28.336,35.913,64.491,49.637,69.913,1727.5,-0.01166,116.81,0.76993,supercritical,1.2806039363578665
711.7,3590.0,47273.0,2.1154e-05,28.327,35.922,64.473,49.64,69.889,1729.3,-0.011693,116.92,0.77073,supercritical,1.2834529797481993
711.7,3600.0,47299.0,2.1142e-05,28.319,35.93,64.454,49.644,69.865,1731.1,-0.011727,117.02,0.77154,supercritical,1.2862979670796062
711.7,3610.0,47325.0,2.1131e-05,28.31,35.938,64.436,49.647,69.841,1733.0,-0.01176,117.13,0.77234,supercritical,1.289199908238427
711.7,3620.0,47351.0,2.1119e-05,28.301,35.946,64.418,49.65,69.817,1734.8,-0.011793,117.23,0.77315,supercritical,1.2920369524544377
711.7,3630.0,47377.0,2.1107e-05,28.292,35.954,64.4,49.653,69.793,1736.6,-0.011826,117.34,0.77395,supercritical,1.2948699406115232
711.7,3640.0,47403.0,2.1096e-05,28.284,35.963,64.382,49.656,69.77,1738.4,-0.011859,117.44,0.77475,supercritical,1.297760389603388
711.7,3650.0,47428.0,2.1084e-05,28.275,35.971,64.364,49.66,69.746,1740.2,-0.011891,117.54,0.77555,supercritical,1.3005854346450774
711.7,3660.0,47454.0,2.1073e-05,28.267,35.979,64.346,49.663,69.723,1742.0,-0.011923,117.65,0.77635,supercritical,1.3034682785264566
711.7,3670.0,47480.0,2.1062e-05,28.258,35.988,64.328,49.666,69.7,1743.8,-0.011955,117.75,0.77715,supercritical,1.306347404353821
711.7,3680.0,47505.0,2.105e-05,28.249,35.996,64.31,49.669,69.677,1745.6,-0.011987,117.85,0.77795,supercritical,1.3091606192236438
711.7,3690.0,47531.0,2.1039e-05,28.241,36.004,64.292,49.672,69.654,1747.4,-0.012019,117.95,0.77874,supercritical,1.3120321399405226
711.7,3700.0,47556.0,2.1028e-05,28.232,36.013,64.275,49.676,69.631,1749.2,-0.012051,118.06,0.77954,supercritical,1.314899942603386
711.7,3710.0,47582.0,2.1016e-05,28.224,36.021,64.257,49.679,69.608,1751.0,-0.012082,118.16,0.78033,supercritical,1.3177013273013427
711.7,3720.0,47607.0,2.1005e-05,28.216,36.029,64.239,49.682,69.585,1752.8,-0.012113,118.26,0.78112,supercritical,1.3205615248537206
711.7,3730.0,47632.0,2.0994e-05,28.207,36.038,64.221,49.685,69.563,1754.5,-0.012144,118.36,0.78191,supercritical,1.3234180043520836
711.7,3740.0,47658.0,2.0983e-05,28.199,36.046,64.204,49.688,69.54,1756.3,-0.012175,118.46,0.78271,supercritical,1.3262707657964312
711.7,3750.0,47683.0,2.0972e-05,28.19,36.055,64.186,49.692,69.518,1758.1,-0.012205,118.56,0.7835,supercritical,1.3291198091867638
711.7,3760.0,47708.0,2.0961e-05,28.182,36.063,64.169,49.695,69.496,1759.9,-0.012236,118.66,0.78428,supercritical,1.3319651345230814
711.7,3770.0,47733.0,2.095e-05,28.174,36.072,64.151,49.698,69.474,1761.6,-0.012266,118.76,0.78507,supercritical,1.3348067418053837
711.7,3780.0,47758.0,2.0939e-05,28.165,36.08,64.134,49.701,69.452,1763.4,-0.012296,118.86,0.78586,supercritical,1.3376446310336707
711.7,3790.0,47783.0,2.0928e-05,28.157,36.089,64.116,49.704,69.43,1765.1,-0.012326,118.96,0.78664,supercritical,1.3404788022079428
711.7,3800.0,47808.0,2.0917e-05,28.149,36.097,64.099,49.707,69.408,1766.9,-0.012356,119.06,0.78743,supercritical,1.3433092553281996
711.7,3810.0,47832.0,2.0906e-05,28.141,36.106,64.082,49.711,69.387,1768.6,-0.012385,119.16,0.78821,supercritical,1.3461359903944412
711.7,3820.0,47857.0,2.0896e-05,28.133,36.115,64.064,49.714,69.365,1770.4,-0.012415,119.26,0.789,supercritical,1.3490235663445673
711.7,3830.0,47882.0,2.0885e-05,28.124,36.123,64.047,49.717,69.344,1772.1,-0.012444,119.36,0.78978,supercritical,1.3518430343052337
711.7,3840.0,47906.0,2.0874e-05,28.116,36.132,64.03,49.72,69.322,1773.9,-0.012473,119.46,0.79056,supercritical,1.3546587842118853
711.7,3850.0,47931.0,2.0863e-05,28.108,36.141,64.013,49.723,69.301,1775.6,-0.012502,119.56,0.79134,supercritical,1.3574708160645217
711.7,3860.0,47956.0,2.0853e-05,28.1,36.149,63.996,49.726,69.28,1777.3,-0.012531,119.66,0.79212,supercritical,1.360344364810863
711.7,3870.0,47980.0,2.0842e-05,28.092,36.158,63.979,49.729,69.259,1779.1,-0.012559,119.76,0.79289,supercritical,1.3631491295579243
711.7,3880.0,48004.0,2.0831e-05,28.084,36.167,63.962,49.733,69.238,1780.8,-0.012587,119.86,0.79367,supercritical,1.3659501762509707
711.7,3890.0,48029.0,2.0821e-05,28.076,36.175,63.945,49.736,69.217,1782.5,-0.012616,119.95,0.79445,supercritical,1.3688132468450875
711.7,3900.0,48053.0,2.081e-05,28.068,36.184,63.928,49.739,69.197,1784.2,-0.012644,120.05,0.79522,supercritical,1.3716070264325586
711.7,3910.0,48077.0,2.08e-05,28.06,36.193,63.911,49.742,69.176,1785.9,-0.012672,120.15,0.796,supercritical,1.374463167926011
711.7,3920.0,48101.0,2.0789e-05,28.052,36.202,63.894,49.745,69.155,1787.7,-0.012699,120.25,0.79677,supercritical,1.377249680407907
711.7,3930.0,48126.0,2.0779e-05,28.044,36.21,63.877,49.748,69.135,1789.4,-0.012727,120.34,0.79754,supercritical,1.3800988928006948
711.7,3940.0,48150.0,2.0769e-05,28.036,36.219,63.86,49.751,69.115,1791.1,-0.012754,120.44,0.79831,supercritical,1.3829447251443778
711.7,3950.0,48174.0,2.0758e-05,28.029,36.228,63.843,49.755,69.095,1792.8,-0.012782,120.54,0.79908,supercritical,1.385720421469139
711.7,3960.0,48198.0,2.0748e-05,28.021,36.237,63.827,49.758,69.074,1794.5,-0.012809,120.64,0.79985,supercritical,1.3885593247121573
711.7,3970.0,48221.0,2.0738e-05,28.013,36.246,63.81,49.761,69.054,1796.2,-0.012836,120.73,0.80062,supercritical,1.3913948479060716
711.7,3980.0,48245.0,2.0727e-05,28.005,36.255,63.793,49.764,69.035,1797.9,-0.012862,120.83,0.80139,supercritical,1.3941597280736975
711.7,3990.0,48269.0,2.0717e-05,27.997,36.264,63.777,49.767,69.015,1799.6,-0.012889,120.92,0.80215,supercritical,1.3969883221669466
711.7,4000.0,48293.0,2.0707e-05,27.99,36.272,63.76,49.77,68.995,1801.2,-0.012916,121.02,0.80292,supercritical,1.3998135362110913
